event_id,timestamp,principal_id,principal_type,action,resource_id,resource_type,region,tags_present,tag_count,public_ip,privilege_level,namespace,ttl_minutes,source_ip,user_agent,correlation_id
evt-a60ec55a162f,2024-06-17T00:44:44Z,arn:aws:iam::123456789012:user/dev-9,IAMUser,AssumeRole,i-bf1e3d31b905,spot_instance,eu-west-1,True,3,122.255.127.133,medium,staging,17,184.96.32.103,kubectl/1.28,corr-8d0940ec79e44542
evt-dd5b5d6779df,2024-06-28T15:34:41Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,AssumedRole,TerminateInstances,i-5b752ed252fd,spot_instance,eu-west-1,True,6,,low,production,18,124.188.57.149,jenkins/2.414,corr-56a01c07bd7d4a9b
evt-4a5d0fee5f45,2024-06-14T16:05:12Z,arn:aws:iam::123456789012:user/dev-4,IAMUser,AssumeRole,bucket-58f239da73d8,s3_bucket,us-west-2,True,2,94.211.173.37,medium,staging,71,54.135.49.85,kubectl/1.28,corr-120f8d940b574236
evt-8fe8c600489a,2024-06-07T09:29:12Z,arn:aws:iam::123456789012:user/dev-1,IAMUser,AttachVolume,sg-05b16507a605,security_group,ap-southeast-1,True,3,,low,production,75,104.41.152.224,terraform/1.5,corr-c7436ceffb4744c8
evt-25c67e97b328,2024-06-27T00:14:18Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-81c2208d5eb5,spot_instance,ap-southeast-1,True,6,185.250.94.235,high,monitoring,25,246.30.17.215,github-actions/2.0,corr-a333f8c702f244ba
evt-4c3875299036,2024-06-03T13:27:49Z,arn:aws:iam::123456789012:role/ci-runner-1,AssumedRole,TerminateInstances,bucket-244c5fbc01fd,s3_bucket,us-west-2,True,3,,medium,cicd,18,47.144.10.80,github-actions/2.0,corr-44f834fed5bf4222
evt-04790eb25efe,2024-06-03T03:45:47Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-f87fb155eb1d,spot_instance,ap-southeast-1,False,0,242.176.153.164,high,cicd,23,65.233.154.51,github-actions/2.0,corr-26d2b5b4a08649dc
evt-78a76c50ca37,2024-06-06T13:36:13Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,AssumedRole,GetObject,i-0e49817b84ac,ec2_instance,us-west-2,True,5,,low,production,45,127.188.140.101,jenkins/2.414,corr-817d3433e2814e17
evt-993c0bdd6e68,2024-06-14T12:38:06Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,AssumedRole,RunInstances,bucket-4d09b928df3d,s3_bucket,us-east-1,True,1,,low,analytics,50,32.183.170.175,kubectl/1.28,corr-b3e8603ca2484770
evt-6cc8f666e34f,2024-06-29T10:44:29Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,GetObject,i-c5e6a875036c,ec2_instance,ap-southeast-1,True,5,,low,staging,5,146.186.161.246,jenkins/2.414,corr-453bf738b708495f
evt-c072de53f1aa,2024-06-03T03:47:47Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-927dd71225e4,spot_instance,ap-southeast-1,False,0,,high,dev,16,192.212.89.52,terraform/1.5,corr-26d2b5b4a08649dc
evt-191da4f2c8ae,2024-06-21T11:35:42Z,arn:aws:iam::123456789012:user/dev-14,IAMUser,RunInstances,bucket-d5e71bdd404d,s3_bucket,us-west-2,True,3,51.249.93.129,low,production,16,146.108.95.52,kubectl/1.28,corr-fe590033c62a4961
evt-c68641819115,2024-06-25T00:17:27Z,arn:aws:iam::123456789012:user/dev-30,IAMUser,RunInstances,i-9fc188ca35a8,spot_instance,ap-southeast-1,True,7,28.251.227.19,high,production,22,156.75.33.33,terraform/1.5,corr-4cf56a506796438b
evt-62d88387916e,2024-06-25T00:17:57Z,arn:aws:iam::123456789012:user/dev-30,IAMUser,RunInstances,i-9c499b7257db,spot_instance,ap-southeast-1,False,0,,high,dev,24,153.150.232.130,kubectl/1.28,corr-4cf56a506796438b
evt-a8913eb1bccc,2024-06-09T20:56:33Z,arn:aws:iam::123456789012:user/svc-63,IAMUser,ListBuckets,bucket-95a079ecdf18,s3_bucket,ap-southeast-1,False,0,204.209.255.36,high,analytics,13,62.129.78.184,terraform/1.5,corr-75737246b6464ee8
evt-2d5c41feb4eb,2024-06-11T13:26:55Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,AssumedRole,GetObject,bucket-244a5c160225,s3_bucket,us-east-1,True,3,232.0.75.170,low,staging,15,137.149.199.158,kubectl/1.28,corr-56a01c07bd7d4a9b
evt-b9163c103970,2024-06-29T14:09:32Z,arn:aws:iam::123456789012:role/ci-runner-7,AssumedRole,RunInstances,bucket-9a7084f7e24b,s3_bucket,eu-west-1,True,8,114.95.124.36,low,production,9,33.159.223.132,aws-cli/2.13,corr-014b9249bc3b4ae3
evt-8d1e45526d86,2024-06-27T00:13:18Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-2a52336b2c22,spot_instance,ap-southeast-1,True,3,142.213.151.40,high,staging,14,59.194.125.128,terraform/1.5,corr-a333f8c702f244ba
evt-e78e76fdc388,2024-06-12T15:50:28Z,arn:aws:iam::123456789012:user/dev-2,IAMUser,PutObject,i-02c0bfbd4525,ec2_instance,us-east-1,True,5,,medium,monitoring,30,33.49.216.53,terraform/1.5,corr-9c4a87aaea234355
evt-c79ae37194e3,2024-06-25T02:08:10Z,arn:aws:iam::123456789012:user/dev-25,IAMUser,RunInstances,i-2fa80ba03225,spot_instance,eu-west-1,False,0,148.27.77.39,high,monitoring,15,22.127.60.143,terraform/1.5,corr-16e18d34813746eb
evt-a2a1993293d0,2024-06-17T14:59:38Z,arn:aws:iam::123456789012:user/dev-7,IAMUser,AttachVolume,i-8d3d00e5a4ba,ec2_instance,ap-southeast-1,True,5,41.21.62.65,low,cicd,26,77.101.184.228,github-actions/2.0,corr-9c90a93429d24582
evt-daa4075cd35e,2024-06-12T17:12:48Z,arn:aws:iam::123456789012:role/ci-runner-5,AssumedRole,ListBuckets,sg-4799af705a9f,security_group,ap-southeast-1,True,4,,medium,analytics,70,158.74.165.171,jenkins/2.414,corr-3bd46587e3fd4bc6
evt-5401fc53f71f,2024-06-17T16:05:34Z,arn:aws:iam::123456789012:user/dev-4,IAMUser,AssumeRole,i-315ff87ff929,ec2_instance,eu-west-1,True,1,,low,staging,22,236.124.245.206,terraform/1.5,corr-24ed7bd6a0a94693
evt-fd4d9f06bbad,2024-06-19T13:32:30Z,arn:aws:iam::123456789012:user/dev-4,IAMUser,TerminateInstances,vol-1cdb1f1a4908,volume,eu-west-1,True,1,,medium,analytics,3,198.24.24.170,terraform/1.5,corr-66a44755d69e4a79
evt-d54eedadb96f,2024-06-19T16:40:24Z,arn:aws:iam::123456789012:user/dev-11,IAMUser,CreateVolume,vol-8c1f73a390cd,volume,eu-west-1,True,8,,low,monitoring,34,45.247.194.4,kubectl/1.28,corr-abc066a5a2fe4b1d
evt-58aa0b6e35f4,2024-06-21T00:40:34Z,arn:aws:iam::123456789012:user/dev-23,IAMUser,RunInstances,i-0a621fd86371,spot_instance,us-west-2,True,5,247.135.19.28,high,monitoring,9,89.160.223.156,kubectl/1.28,corr-2e0c9ceade3648c2
evt-b267e5d24d82,2024-06-03T14:47:45Z,arn:aws:iam::123456789012:user/dev-13,IAMUser,GetObject,vol-4fa7b3d59bea,volume,ap-southeast-1,True,7,58.132.59.75,medium,production,58,23.174.96.191,aws-cli/2.13,corr-fe590033c62a4961
evt-a0dfc990c1bd,2024-06-24T11:13:16Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,GetObject,bucket-05601648a84a,s3_bucket,us-east-1,True,6,,high,analytics,16,179.75.133.155,aws-cli/2.13,corr-d40fed836c7547bf
